Employee_ID,Productivity
1,0.9696969696969697
2,1.0
3,0.7297297297297297
4,0.19230769230769232
5,0.2894736842105263
6,0.6739130434782609
7,0.36363636363636365
8,1.0952380952380953
9,0.45098039215686275
10,0.8048780487804879
11,0.02631578947368421
12,0.3333333333333333
13,0.3548387096774194
14,0.9090909090909091
15,1.4848484848484849
16,1.2424242424242424
17,0.6046511627906976
18,0.7659574468085106
19,0.15789473684210525
20,0.0
21,0.8484848484848485
22,0.7333333333333333
23,0.8333333333333334
24,0.03636363636363636
25,0.42
26,0.4067796610169492
27,0.4067796610169492
28,0.9545454545454546
29,1.096774193548387
30,0.5555555555555556
31,0.39473684210526316
32,0.6410256410256411
33,1.0208333333333333
34,0.5909090909090909
35,0.38235294117647056
36,0.2903225806451613
37,0.7924528301886793
38,0.1935483870967742
39,0.15217391304347827
40,0.045454545454545456
41,0.7627118644067796
42,0.30303030303030304
43,1.0434782608695652
44,0.5813953488372093
45,0.1206896551724138
46,0.6129032258064516
47,0.4634146341463415
48,0.6888888888888889
49,0.8305084745762712
50,0.18867924528301888
51,0.4727272727272727
52,0.1956521739130435
53,0.8947368421052632
54,0.44
55,0.8125
56,0.43902439024390244
57,1.393939393939394
58,1.3125
59,0.1320754716981132
60,0.3333333333333333
61,0.425
62,1.0232558139534884
63,0.6590909090909091
64,0.2
65,0.9024390243902439
66,0.5925925925925926
67,0.5454545454545454
68,0.18867924528301888
69,0.11538461538461539
70,0.0625
71,0.37735849056603776
72,0.018867924528301886
73,1.1666666666666667
74,0.16216216216216217
75,0.1935483870967742
76,0.6545454545454545
77,1.4375
78,0.6666666666666666
79,0.6
80,0.8709677419354839
81,0.3157894736842105
82,0.475
83,0.6857142857142857
84,0.7169811320754716
85,0.36363636363636365
86,0.3333333333333333
87,0.01694915254237288
88,1.3636363636363635
89,0.03225806451612903
90,0.3333333333333333
91,0.9545454545454546
92,0.2619047619047619
93,0.16666666666666666
94,0.4318181818181818
95,0.0851063829787234
96,0.4897959183673469
97,0.5333333333333333
98,0.7560975609756098
99,0.66
100,0.25
101,0.0
102,0.5740740740740741
103,0.9183673469387755
104,0.7457627118644068
105,0.017241379310344827
106,0.027777777777777776
107,0.23529411764705882
108,0.4642857142857143
109,0.47058823529411764
110,0.64
111,0.6875
112,0.16129032258064516
113,0.4117647058823529
114,0.32558139534883723
115,0.75
116,0.11627906976744186
117,0.12121212121212122
118,0.8148148148148148
119,0.24489795918367346
120,0.3191489361702128
121,0.04081632653061224
122,1.4
123,0.20754716981132076
124,0.8857142857142857
125,0.08695652173913043
126,0.10714285714285714
127,0.88
128,0.4576271186440678
129,0.17777777777777778
130,0.2564102564102564
131,0.4117647058823529
132,0.2692307692307692
133,0.1836734693877551
134,0.7454545454545455
135,0.6153846153846154
136,0.5
137,0.45652173913043476
138,0.225
139,0.7058823529411765
140,0.09090909090909091
141,0.5714285714285714
142,0.11538461538461539
143,0.7714285714285715
144,1.0208333333333333
145,0.33962264150943394
146,0.7317073170731707
147,1.0512820512820513
148,0.4642857142857143
149,0.05084745762711865
150,0.2982456140350877
151,0.21153846153846154
152,0.2857142857142857
153,1.3243243243243243
154,0.3877551020408163
155,0.9245283018867925
156,0.5263157894736842
157,0.14705882352941177
158,0.8181818181818182
159,1.1612903225806452
160,0.5384615384615384
161,1.1025641025641026
162,0.625
163,1.4375
164,0.7674418604651163
165,0.48148148148148145
166,0.58
167,0.8627450980392157
168,0.9795918367346939
169,0.32075471698113206
170,0.44
171,0.8596491228070176
172,0.4423076923076923
173,0.4358974358974359
174,0.8571428571428571
175,0.8571428571428571
176,0.24561403508771928
177,0.05
178,1.05
179,0.40384615384615385
180,1.1612903225806452
181,0.3611111111111111
182,0.7916666666666666
183,0.7878787878787878
184,0.6585365853658537
185,0.7894736842105263
186,1.0571428571428572
187,0.6829268292682927
188,0.25925925925925924
189,1.4242424242424243
190,0.6153846153846154
191,0.391304347826087
192,1.2564102564102564
193,0.03389830508474576
194,0.49122807017543857
195,0.3584905660377358
196,0.2711864406779661
197,0.24324324324324326
198,0.32558139534883723
199,0.9090909090909091
200,0.1111111111111111
201,0.4
202,0.5384615384615384
203,0.10638297872340426
204,0.5588235294117647
205,1.21875
206,0.22727272727272727
207,0.509090909090909
208,0.6666666666666666
209,0.8909090909090909
210,0.6724137931034483
211,1.146341463414634
212,0.6136363636363636
213,0.5
214,0.10204081632653061
215,0.7352941176470589
216,0.0
217,0.2222222222222222
218,0.16666666666666666
219,0.21818181818181817
220,0.0
221,1.2058823529411764
222,0.21875
223,0.7777777777777778
224,0.6111111111111112
225,0.7
226,0.0
227,1.0444444444444445
228,0.925
229,0.6170212765957447
230,0.1951219512195122
231,0.15517241379310345
232,0.6071428571428571
233,0.6086956521739131
234,0.6551724137931034
235,0.3333333333333333
236,0.05263157894736842
237,0.5660377358490566
238,0.23684210526315788
239,0.32075471698113206
240,0.48214285714285715
241,0.2222222222222222
242,0.24390243902439024
243,0.9743589743589743
244,1.1578947368421053
245,0.1875
246,0.8363636363636363
247,1.1
248,0.631578947368421
249,1.2285714285714286
250,0.5490196078431373
251,0.7105263157894737
252,0.7457627118644068
253,0.26
254,0.7209302325581395
255,0.2553191489361702
256,0.25
257,0.6129032258064516
258,0.3220338983050847
259,0.8478260869565217
260,0.4166666666666667
261,0.05
262,0.625
263,0.6610169491525424
264,0.7692307692307693
265,1.3142857142857143
266,0.6
267,0.7631578947368421
268,0.1016949152542373
269,0.46
270,0.10256410256410256
271,1.0256410256410255
272,0.43859649122807015
273,0.5142857142857142
274,0.5172413793103449
275,0.6363636363636364
276,0.3220338983050847
277,0.047619047619047616
278,0.34545454545454546
279,0.0
280,0.10714285714285714
281,0.29411764705882354
282,0.6060606060606061
283,0.18181818181818182
284,0.8490566037735849
285,1.225
286,0.4067796610169492
287,0.3275862068965517
288,0.74
289,0.9375
290,0.5581395348837209
291,0.8627450980392157
292,0.8064516129032258
293,0.8297872340425532
294,0.2545454545454545
295,0.0
296,0.17857142857142858
297,1.1470588235294117
298,1.0588235294117647
299,0.7843137254901961
300,0.13333333333333333
301,1.4848484848484849
302,0.6545454545454545
303,0.7017543859649122
304,0.8431372549019608
305,0.0
306,0.21568627450980393
307,0.575
308,0.8285714285714286
309,0.7777777777777778
310,0.34545454545454546
311,0.30612244897959184
312,0.48148148148148145
313,0.0
314,0.2682926829268293
315,0.09803921568627451
316,0.18
317,0.6590909090909091
318,0.6
319,0.5555555555555556
320,0.21666666666666667
321,0.14705882352941177
322,0.17073170731707318
323,0.8333333333333334
324,0.11538461538461539
325,0.38461538461538464
326,0.8
327,0.3684210526315789
328,0.15384615384615385
329,0.2542372881355932
330,0.5526315789473685
331,0.43103448275862066
332,1.1794871794871795
333,1.3529411764705883
334,0.17647058823529413
335,0.0392156862745098
336,0.52
337,0.08333333333333333
338,0.1320754716981132
339,1.236842105263158
340,0.5777777777777777
